97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97
97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97
97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,-1,-1,3,-1,97,-1,-1,-1,-1,-1,-1,-1,-1,97
97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,-1,-1,-1,-1,3,-1,-1,97,97,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,97,97,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,-1,-1,-1,-1,97,97,97,-1,-1,-1,-1,-1,-1,97
97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,97,-1,-1,3,-1,-1,-1,97,97,-1,-1,-1,-1,-1,-1,97,97,-1,-1,-1,-1,97,-1,-1,-1,-1,-1,-1,97,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,97,-1,-1,-1,-1,-1,-1,-1,-1,97,-1,-1,-1,97,-1,-1,-1,97,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,97,97,-1,-1,-1,-1,97,97,97,-1,-1,-1,-1,-1,-1,97
97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,97,-1,-1,-1,-1,97,97,97,97,-1,97,97,97,-1,-1,97,97,-1,-1,-1,-1,97,-1,-1,-1,-1,-1,-1,97,97,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,97,-1,-1,-1,-1,-1,-1,-1,97,97,97,-1,-1,97,97,-1,-1,97,97,-1,-1,-1,-1,3,-1,-1,97,-1,-1,-1,97,97,97,97,97,-1,-1,97,97,97,-1,-1,-1,-1,-1,-1,97
97,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,97,97,-1,-1,-1,-1,97,97,97,97,-1,97,97,97,-1,-1,97,97,97,-1,-1,97,97,-1,-1,-1,-1,97,-1,97,97,97,97,-1,-1,-1,97,97,-1,-1,97,97,-1,-1,-1,97,97,-1,-1,97,97,97,-1,-1,97,97,-1,-1,97,97,-1,-1,-1,-1,-1,-1,97,97,-1,-1,-1,97,97,97,97,97,-1,-1,97,97,97,-1,-1,-1,-1,-1,-1,97
97,-1,-1,-1,3,4,-1,-1,97,97,97,97,97,97,97,97,-1,97,97,97,97,97,97,97,97,97,97,97,97,97,97,-1,97,97,97,97,97,97,-1,97,97,97,97,97,97,97,-1,97,97,97,-1,-1,97,97,97,-1,-1,97,97,97,-1,97,97,97,-1,97,97,97,-1,-1,97,97,97,-1,97,97,-1,-1,97,97,97,-1,-1,97,97,97,97,97,97,97,97,97,97,-1,4,-1,-1,-1,5,97
97,81,81,81,81,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,17,17,17,97,97
